imgPr_cal_t,reduce_right_lines_cal_t,reduce_left_lines_cal_t,left_right_cal_t,cl_cal_t,display_t,Lane_cl_t
,,,,,,
0.002985954,smaller than MIN_SIZE_REDUCE,0.000998735,0.000998735,0,no-display-screen,0.004987001
,,,,,,
0.002991915,0,0,0.000997305,0,0.052892685,0.062833548
,,,,,,
0.004960537,0,0,0.001024961,0,no-display-screen,0.075833797
,,,,,,
0.001961708,0,0,0.000997543,0,no-display-screen,0.012929678
,,,,,,
0.001994371,0,0,0.000997543,0,0.032912254,0.055851936
,,,,,,
0.005017757,0,0,0,0.000962257,no-display-screen,0.073802233
,,,,,,
0.001993895,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000997543,0,no-display-screen,0.002991438
,,,,,,
0.002991915,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,0.032911777,0.04288578
,,,,,,
0.00199461,0,0,0.000997066,0,no-display-screen,0.012965679
,,,,,,
0.002991199,smaller than MIN_SIZE_REDUCE,0,0,0,no-display-screen,0.003988981
,,,,,,
0.001982212,smaller than MIN_SIZE_REDUCE,0,0.000996351,0,0.048869133,0.057844877
,,,,,,
0.003984213,0,0.000997543,0.000997543,0,no-display-screen,0.072805166
,,,,,,
0.001994371,0,0,0,0,no-display-screen,0.013964891
,,,,,,
0.002998114,smaller than MIN_SIZE_REDUCE,0,0.000992298,0,0.034353495,0.056294441
,,,,,,
0.003026724,0,0,0.000962734,0,no-display-screen,0.035904646
,,,,,,
0.00498724,smaller than MIN_SIZE_REDUCE,0,0.001000404,0,no-display-screen,0.005987644
,,,,,,
0.002988577,0,0,0.000998259,0.001032352,0.051128149,0.065123081
,,,,,,
0.005019903,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000997305,0,no-display-screen,0.077300072
,,,,,,
0.00199604,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0.000996351,no-display-screen,0.003990889
,,,,,,
0.001993179,smaller than MIN_SIZE_REDUCE,0,0.000997066,0,0.036902189,0.045876741
,,,,,,
0.003029108,0.000962019,0,0.000962019,0,no-display-screen,0.009974241
,,,,,,
0.004986525,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.004986525
,,,,,,
0.002992868,0.001032352,0,0.001032352,0,0.030881405,0.040890455
,,,,,,
0.008976221,0,0.000994921,0.002991676,0,no-display-screen,0.016954899
,,,,,,
0.001995087,0,smaller than MIN_SIZE_REDUCE,0,0.000997066,no-display-screen,0.003989935
,,,,,,
0.002991676,smaller than MIN_SIZE_REDUCE,0,0,0,0.046910286,0.05684948
,,,,,,
0.005983829,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.069813013
,,,,,,
0.00498724,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000997305,0,no-display-screen,0.014961481
,,,,,,
0.005000114,0.000995398,0,0.001981497,0,0.06781888,0.091753006
,,,,,,
0.005976439,0,smaller than MIN_SIZE_REDUCE,0.000998259,0,no-display-screen,0.071808577
,,,,,,
0.004968405,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000997066,0,no-display-screen,0.015956402
,,,,,,
0.003972769,0,0,0.000997782,0,0.072804451,0.095744371
,,,,,,
0.003986359,0,0,0.000997543,0,no-display-screen,0.075796843
,,,,,,
0.003988504,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.013962269
,,,,,,
0.002992392,smaller than MIN_SIZE_REDUCE,0,0.000997066,0.000997305,0.03789854,0.058842659
,,,,,,
0.006979227,0,0,0.000997305,0,no-display-screen,0.064826965
,,,,,,
0.001993179,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002991915
,,,,,,
0.002991915,0,0,0.001003027,0,0.058836937,0.067818403
,,,,,,
0.003989458,0,0.000999689,0.002000093,0,no-display-screen,0.074805021
,,,,,,
0.003009081,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.003009081
,,,,,,
0.00302577,smaller than MIN_SIZE_REDUCE,0,0.000959396,0,0.03693676,0.046870947
,,,,,,
0.007015467,0,0.00099802,0.00099802,0,no-display-screen,0.013999939
,,,,,,
0.002991438,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002991438
,,,,,,
0.004988909,0,0,0.000993729,0,0.033873558,0.04484272
,,,,,,
0.003033161,0,0,0.000955343,0,no-display-screen,0.008975267
,,,,,,
0.002990723,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.00099802,0,no-display-screen,0.004988194
,,,,,,
0.003027201,smaller than MIN_SIZE_REDUCE,0,0.000961542,0,0.060837507,0.0718081
,,,,,,
0.001995087,0,0,0,0,no-display-screen,0.068814039
,,,,,,
0.001995087,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.013962746
,,,,,,
0.004016876,0,0,0,0,0.041861773,0.063830614
,,,,,,
0.002992153,0,0,0.000997305,0,no-display-screen,0.006979704
,,,,,,
0.003991842,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.003991842
,,,,,,
0.003986835,0,0.000997066,0.001994371,0,0.047872066,0.059836864
,,,,,,
0.002958536,0,0,0.000984669,0,no-display-screen,0.085852623
,,,,,,
0.004024506,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.013998508
,,,,,,
0.003021002,0,0,0.000995398,0,0.033068895,0.054130316
,,,,,,
0.005983829,0,0,0.000998735,0,no-display-screen,0.031960726
,,,,,,
0.002028227,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.003026009
,,,,,,
0.003028393,0,0,0,0,0.037897587,0.049867392
,,,,,,
0.007513523,0,0,0.000998497,0,no-display-screen,0.037436008
,,,,,,
0.001993656,0,smaller than MIN_SIZE_REDUCE,0.000997543,0,no-display-screen,0.003988504
,,,,,,
0.003988981,smaller than MIN_SIZE_REDUCE,0,0.000997543,0,0.060840607,0.079785585
,,,,,,
0.005976439,0,0,0.001994848,0.000998259,no-display-screen,0.076795816
,,,,,,
0.003989458,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.010971785
,,,,,,
0.002991199,0.000997066,0,0.000997066,0,0.035904169,0.056858063
,,,,,,
0.002991676,0,0,0.000997066,0,no-display-screen,0.013962507
,,,,,,
0.00199461,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002992392
,,,,,,
0.002991199,smaller than MIN_SIZE_REDUCE,0,0.001006603,0.000987768,0.069841146,0.082778215
,,,,,,
0.003026962,0,0,0.000962257,0,no-display-screen,0.073802471
,,,,,,
0.001958609,0,smaller than MIN_SIZE_REDUCE,0.000997543,0,no-display-screen,0.014960527
,,,,,,
0.003027439,0.000997782,0,0.000997782,0,0.033909321,0.058842182
,,,,,,
0.002990484,0,0,0.000961542,0,no-display-screen,0.039849043
,,,,,,
0.002988338,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.004020929
,,,,,,
0.002028942,0,0,0.000962734,0,0.032947063,0.044849634
,,,,,,
0.002990007,0,0,0.00099659,0,no-display-screen,0.011967659
,,,,,,
0.001995087,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.001995087
,,,,,,
0.004951954,0,0,0.00099659,0,0.051862955,0.063793898
,,,,,,
0.006980658,0,0,0.003004074,0,no-display-screen,0.078801632
,,,,,,
0.005986691,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000994682,0,no-display-screen,0.010971308
,,,,,,
0.006982088,0,0,0.001994133,0,0.077370405,0.105294943
,,,,,,
0.00298667,0,0,0.000997782,0,no-display-screen,0.114279509
,,,,,,
0.002991438,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.013934851
,,,,,,
0.002992153,0,0,0,0,0.049868345,0.0578475
,,,,,,
0.005982161,0,0,0.000996828,0.000997543,no-display-screen,0.0139606
,,,,,,
0.002991915,smaller than MIN_SIZE_REDUCE,0,0,0,no-display-screen,0.003989935
,,,,,,
0.005498886,0,0.000997782,0.002987623,0,0.040891171,0.056369543
,,,,,,
0.004982471,0,0,0,0,no-display-screen,0.009973288
,,,,,,
0.00199461,0,0,0.000998974,0,no-display-screen,0.002993584
,,,,,,
0.001993656,0,0,0.000997543,0,0.032913208,0.043883085
,,,,,,
0.003987551,0,0,0.000997543,0,no-display-screen,0.013960123
,,,,,,
0.003987789,0,0,0.000995159,0,no-display-screen,0.005982399
,,,,,,
0.002991199,0,0,0.000997066,0,0.049867868,0.064863443
,,,,,,
0.002957344,0,0,0.000997305,0,no-display-screen,0.073799849
,,,,,,
0.00399375,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.014965057
,,,,,,
0.002991676,smaller than MIN_SIZE_REDUCE,0,0.00099802,0,0.050892353,0.071806908
,,,,,,
0.003982067,0,0,0.001995087,0,no-display-screen,0.014950991
,,,,,,
0.003026485,smaller than MIN_SIZE_REDUCE,0,0.001000881,0,no-display-screen,0.005025148
,,,,,,
0.00494957,0,0,0.000995398,0,0.054854393,0.066782236
,,,,,,
0.003987789,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000998497,0,no-display-screen,0.07081008
,,,,,,
0.002985477,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0.000996351,no-display-screen,0.004983902
,,,,,,
0.002992392,0,0,0.00099659,0,0.035930634,0.046875715
,,,,,,
0.003979683,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.001001358,0,no-display-screen,0.010974646
,,,,,,
0.002992153,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.003985882
,,,,,,
0.002992392,0,0,0.000999451,0,0.0359025,0.04488039
,,,,,,
0.002990484,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.006980181
,,,,,,
0.003989458,smaller than MIN_SIZE_REDUCE,0,0,0.000997066,no-display-screen,0.004986525
,,,,,,
0.004986525,0,0,0,0,0.04591608,0.057844639
,,,,,,
0.002992392,0,0,0.000997543,0,no-display-screen,0.008923531
,,,,,,
0.00302577,smaller than MIN_SIZE_REDUCE,0,0,0,no-display-screen,0.00302577
,,,,,,
0.004957438,0,0,0.000990629,0,0.032948017,0.043846369
,,,,,,
0.005002737,0,smaller than MIN_SIZE_REDUCE,0.000981808,0,no-display-screen,0.013963938
,,,,,,
0.002990961,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.003987551
,,,,,,
0.002991199,0,0,0,0,0.063830137,0.072804928
,,,,,,
0.003988981,smaller than MIN_SIZE_REDUCE,0,0,0,no-display-screen,0.085770845
,,,,,,
0.001993895,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000997066,0,no-display-screen,0.014358282
,,,,,,
0.002991676,0,smaller than MIN_SIZE_REDUCE,0.000996351,0,0.044880629,0.059840202
,,,,,,
0.005019426,smaller than MIN_SIZE_REDUCE,0,0.000961542,0,no-display-screen,0.009972811
,,,,,,
0.002992392,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002992392
,,,,,,
0.00399065,smaller than MIN_SIZE_REDUCE,0,0,0,0.034905434,0.044879675
,,,,,,
0.003991365,0,0,0.000995874,0.000997066,no-display-screen,0.014955282
,,,,,,
0.002992153,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002992153
,,,,,,
0.001994848,0,0,0.000997066,0,0.049489975,0.060425758
,,,,,,
0.002988815,0,0,0.000996351,0.000998259,no-display-screen,0.075797796
,,,,,,
0.001989841,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000997305,0,no-display-screen,0.013961315
,,,,,,
0.003991842,0,0,0.000996828,0,0.031949759,0.053857327
,,,,,,
0.003027678,smaller than MIN_SIZE_REDUCE,0,0.000961065,0,no-display-screen,0.007977009
,,,,,,
0.001993418,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002991676
,,,,,,
0.00399518,0.00099659,smaller than MIN_SIZE_REDUCE,0.001987696,0,0.046929121,0.060837746
,,,,,,
0.002991915,0.000997543,0,0.000997543,0,no-display-screen,0.012963533
,,,,,,
0.00398922,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.00398922
,,,,,,
0.004025459,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,0.051742315,0.060754538
,,,,,,
0.004023552,0,0,0.00198102,0,no-display-screen,0.075952768
,,,,,,
0.00295639,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.012981176
,,,,,,
0.002992868,0,0,0.002999306,0,0.07134366,0.100280046
,,,,,,
0.00697875,0,0,0.000997543,0,no-display-screen,0.077010632
,,,,,,
0.005983829,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.011967897
,,,,,,
0.005989075,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,0.055845022,0.075798273
,,,,,,
0.002991438,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.064826965
,,,,,,
0.004995346,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000989437,0,no-display-screen,0.005984783
,,,,,,
0.002990961,0,smaller than MIN_SIZE_REDUCE,0,0,0.034906387,0.04188776
,,,,,,
0.002947807,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.010000706
,,,,,,
0.00199461,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000970364,0,no-display-screen,0.002964973
,,,,,,
0.002991438,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,0.04787159,0.054920197
,,,,,,
0.006962776,0.000955105,smaller than MIN_SIZE_REDUCE,0.001995325,0,no-display-screen,0.015957832
,,,,,,
0.001990795,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.00302887
,,,,,,
0.002029419,0,smaller than MIN_SIZE_REDUCE,0.000962019,0,0.034912825,0.043845177
,,,,,,
0.005020618,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.011006355
,,,,,,
0.002990961,0,smaller than MIN_SIZE_REDUCE,0.000997066,0,no-display-screen,0.003988028
,,,,,,
0.00398922,0,smaller than MIN_SIZE_REDUCE,0,0,0.054850817,0.064825773
,,,,,,
0.003989697,0,smaller than MIN_SIZE_REDUCE,0.000999689,0.001006842,no-display-screen,0.075810432
,,,,,,
0.003989935,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.001001835,0,no-display-screen,0.013965368
,,,,,,
0.00398922,0,smaller than MIN_SIZE_REDUCE,0.001998901,0,0.040886879,0.062814713
,,,,,,
0.003981352,0,0,0.00099802,0.000998497,no-display-screen,0.032912254
,,,,,,
0.00398922,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.00398922
,,,,,,
0.003989935,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.001004219,0,0.038926601,0.050862312
,,,,,,
0.005984306,0,smaller than MIN_SIZE_REDUCE,0,0.000997305,no-display-screen,0.011966705
,,,,,,
0.004025459,0,smaller than MIN_SIZE_REDUCE,0.000996828,0,no-display-screen,0.005022287
,,,,,,
0.001957655,0,smaller than MIN_SIZE_REDUCE,0.000997543,0,0.045912743,0.052822351
,,,,,,
0.002991915,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.012965679
,,,,,,
0.002991915,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002991915
,,,,,,
0.001995087,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000997066,0,0.035906792,0.047907352
,,,,,,
0.004986048,0,smaller than MIN_SIZE_REDUCE,0.000997543,0,no-display-screen,0.011021376
,,,,,,
0.001992702,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.001992702
,,,,,,
0.002997875,0,smaller than MIN_SIZE_REDUCE,0.000956297,0,0.051861763,0.061813116
,,,,,,
0.00302434,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000962257,0,no-display-screen,0.073802471
,,,,,,
0.002989292,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.014959812
,,,,,,
0.004025459,0,0,0,0,0.03487134,0.054852724
,,,,,,
0.002990961,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.024933338
,,,,,,
0.001995087,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.001000166,0,no-display-screen,0.003993034
,,,,,,
0.002984047,smaller than MIN_SIZE_REDUCE,0,0,0,0.035904884,0.044875622
,,,,,,
0.002991915,smaller than MIN_SIZE_REDUCE,0,0.000996828,0,no-display-screen,0.018913269
,,,,,,
0.003988028,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0.001043558,no-display-screen,0.005031586
,,,,,,
0.001995564,smaller than MIN_SIZE_REDUCE,0,0,0,0.043852091,0.053809404
,,,,,,
0.002992153,0,0,0.000996351,0,no-display-screen,0.014959812
,,,,,,
0.005985022,0,0,0.001032829,0,no-display-screen,0.007017851
,,,,,,
0.002994061,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,0.032263994,0.040208817
,,,,,,
0.00498271,0,0,0.001994848,0,no-display-screen,0.016954184
,,,,,,
0.002992153,smaller than MIN_SIZE_REDUCE,0,0,0,no-display-screen,0.002992153
,,,,,,
0.003989458,smaller than MIN_SIZE_REDUCE,0,0,0,0.048907995,0.059839725
,,,,,,
0.003012657,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.072823763
,,,,,,
0.002990961,smaller than MIN_SIZE_REDUCE,0,0,0,no-display-screen,0.014960051
,,,,,,
0.003028154,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0.000996351,0.036867142,0.055850744
,,,,,,
0.004984856,0,0,0.000997782,0,no-display-screen,0.030915499
,,,,,,
0.001994371,smaller than MIN_SIZE_REDUCE,0,0.000997305,0,no-display-screen,0.00398922
,,,,,,
0.002991915,0,0,0,0,0.030916929,0.04092598
,,,,,,
0.003987789,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.013962984
,,,,,,
0.00199461,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000997305,0,no-display-screen,0.002991915
,,,,,,
0.003996134,0,0,0.000988722,0,0.047879457,0.061834812
,,,,,,
0.002993822,0.000995159,smaller than MIN_SIZE_REDUCE,0.000995159,0,no-display-screen,0.073799849
,,,,,,
0.002991676,smaller than MIN_SIZE_REDUCE,0,0.000996828,0,no-display-screen,0.014960289
,,,,,,
0.002992392,0,0,0,0,0.045878172,0.06781888
,,,,,,
0.002990961,0.000996828,0,0.000996828,0,no-display-screen,0.014959812
,,,,,,
0.002991199,0,0,0,0.000997782,no-display-screen,0.00498724
,,,,,,
0.00400281,0,0,0.000983715,0,0.051865339,0.062833309
,,,,,,
0.005983114,0,smaller than MIN_SIZE_REDUCE,0.001995087,0,no-display-screen,0.070810556
,,,,,,
0.006980896,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.00099659,0,no-display-screen,0.007977486
,,,,,,
0.004982471,0,smaller than MIN_SIZE_REDUCE,0.000997782,0,0.051860571,0.067818403
,,,,,,
0.00398922,0,0,0.00099802,0,no-display-screen,0.070810556
,,,,,,
0.00698185,smaller than MIN_SIZE_REDUCE,0,0.000998259,0,no-display-screen,0.010885715
,,,,,,
0.002991915,0,0,0.000997305,0,0.033431768,0.044395685
,,,,,,
0.002991915,0,smaller than MIN_SIZE_REDUCE,0.000996351,0,no-display-screen,0.011967897
,,,,,,
0.001993895,smaller than MIN_SIZE_REDUCE,0,0.000997782,0,no-display-screen,0.002991676
,,,,,,
0.002995253,0.00099802,smaller than MIN_SIZE_REDUCE,0.00099802,0,0.043878078,0.054858685
,,,,,,
0.00398922,0,smaller than MIN_SIZE_REDUCE,0.000997543,0,no-display-screen,0.010970116
,,,,,,
0.001993895,0,0,0,0,no-display-screen,0.002991438
,,,,,,
0.002992392,0,smaller than MIN_SIZE_REDUCE,0,0,0.036902666,0.045877934
,,,,,,
0.003994226,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.006990433
,,,,,,
0.001993895,smaller than MIN_SIZE_REDUCE,0,0,0,no-display-screen,0.002990723
,,,,,,
0.004991293,0,0,0.001001596,0,0.049515724,0.062489748
,,,,,,
0.002991438,0,0,0.00099802,0,no-display-screen,0.071807384
,,,,,,
0.003989458,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.012957811
,,,,,,
0.003985167,0,0,0,0,0.058079243,0.081017017
,,,,,,
0.006981373,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.019947052
,,,,,,
0.004005671,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.004005671
,,,,,,
0.00199461,0,smaller than MIN_SIZE_REDUCE,0.000997066,0,0.03142786,0.040389299
,,,,,,
0.005021334,0,0,0.000962496,0,no-display-screen,0.008976936
,,,,,,
0.002957106,0,0,0.000998259,0,no-display-screen,0.003955364
,,,,,,
0.002955675,0,0,0.000997782,0,0.045420647,0.056391478
,,,,,,
0.002991438,0.000999212,0,0.000999212,0.000997543,no-display-screen,0.013965607
,,,,,,
0.002986193,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.003982544
,,,,,,
0.002991199,0,0,0.000997543,0,0.033944368,0.041887045
,,,,,,
0.007978439,0,0,0.000997066,0,no-display-screen,0.013962984
,,,,,,
0.002992153,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002992153
,,,,,,
0.002990723,0,0,0,0,0.046910524,0.055860758
,,,,,,
0.004976034,0,smaller than MIN_SIZE_REDUCE,0.000997305,0,no-display-screen,0.011967659
,,,,,,
0.002992153,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000997305,0,no-display-screen,0.003989458
,,,,,,
0.002990246,0,0.000999689,0.002997875,0,0.038891792,0.051859379
,,,,,,
0.004990816,smaller than MIN_SIZE_REDUCE,0,0.000998974,0.001004696,no-display-screen,0.011981487
,,,,,,
0.00299263,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000994921,0,no-display-screen,0.004972935
,,,,,,
0.00199461,smaller than MIN_SIZE_REDUCE,0,0.000996828,0,0.034906387,0.045876741
,,,,,,
0.004986286,0,0,0.000997305,0,no-display-screen,0.015953779
,,,,,,
0.002969265,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.004009962
,,,,,,
0.001994133,0,0,0.000961781,0,0.045878887,0.055826426
,,,,,,
0.003988743,0,0,0.000997782,0,no-display-screen,0.087763548
,,,,,,
0.003030777,smaller than MIN_SIZE_REDUCE,0,0,0.000959158,no-display-screen,0.013962746
,,,,,,
0.003009081,0,0,0.000980139,0,0.033910036,0.055850744
,,,,,,
0.004987001,0,0,0.001994371,0.00099802,no-display-screen,0.012966394
,,,,,,
0.00295639,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.003988981
,,,,,,
0.002990723,0,0,0,0,0.04787159,0.056847095
,,,,,,
0.004987955,0.000997782,0,0.001994848,0,no-display-screen,0.076796532
,,,,,,
0.003988266,0,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.012963772
,,,,,,
0.004986763,0,0,0.000997066,0,0.038896084,0.06083703
,,,,,,
0.003024817,0.000997305,0,0.000997305,0,no-display-screen,0.038895845
,,,,,,
0.003989458,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.004986525
,,,,,,
0.003989458,0,0,0.000997066,0,0.062832117,0.074800253
,,,,,,
0.002991199,0,0,0.002031088,0,no-display-screen,0.074800014
,,,,,,
0.002992868,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.012949228
,,,,,,
0.001994371,0,0,0.000997543,0,0.044856071,0.067755699
,,,,,,
0.00398922,0,0,0.000997066,0,no-display-screen,0.066818953
,,,,,,
0.004990339,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000993967,0,no-display-screen,0.006982327
,,,,,,
0.004025459,0,0,0.001994848,0,0.042848587,0.056846857
,,,,,,
0.005982161,0.000997543,smaller than MIN_SIZE_REDUCE,0.001995325,0,no-display-screen,0.069813013
,,,,,,
0.00399065,0,smaller than MIN_SIZE_REDUCE,0.000997543,0,no-display-screen,0.013963223
,,,,,,
0.004985571,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000999451,0.00100255,0.089272976,0.104237795
,,,,,,
0.006983042,0,0,0.000996113,0,no-display-screen,0.077795029
,,,,,,
0.005983829,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000998259,0,no-display-screen,0.013963938
,,,,,,
0.004989624,0,0,0.000993967,0,0.034414768,0.055356741
,,,,,,
0.005497694,0,0,0.000993252,0,no-display-screen,0.06333828
,,,,,,
0.002860069,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.002860069
,,,,,,
0.00297904,0,0,0,0,0.051968336,0.059933424
,,,,,,
0.007984161,0,smaller than MIN_SIZE_REDUCE,0.002029896,0,no-display-screen,0.092850685
,,,,,,
0.00410223,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.00410223
,,,,,,
0.00399375,0,smaller than MIN_SIZE_REDUCE,0.00099206,0,0.049967051,0.063930511
,,,,,,
0.003983498,0,smaller than MIN_SIZE_REDUCE,0.000962257,0,no-display-screen,0.087175608
,,,,,,
0.001966476,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.000997305,0,no-display-screen,0.014011383
,,,,,,
0.003026962,0,0.001000643,0.001000643,0,0.031960726,0.055195808
,,,,,,
0.004983664,smaller than MIN_SIZE_REDUCE,0.000990868,0.000990868,0,no-display-screen,0.074951649
,,,,,,
0.002992392,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0,0,no-display-screen,0.003989697
,,,,,,
0.003027201,0.000996828,0,0.001994371,0,0.04983139,0.061835051
,,,,,,
0.004993439,0,0,0.000990868,0,no-display-screen,0.071910858
,,,,,,
0.003991842,smaller than MIN_SIZE_REDUCE,smaller than MIN_SIZE_REDUCE,0.001002312,0,no-display-screen,0.013969898
,,,,,,
0.001993895,0,0,0.000997305,0,0.036900997,0.04887104
